cryptocurrency,username,user_id,followers_count,tweet_text,created_date,retweet_count,reply_count,like_count,sentiment
#bitcoin,tyler,24222556,614221,"Former CIA director says stop the FUD on #Bitcoin 
TL;DR - the broad generalizations about the use of bitcoin in illicit finance are significantly overstated, and blockchain analysis is a highly effective crime fighting and intelligence gathering tool
https://t.co/QFkgkdf21P",2021-04-13T19:02:17.000Z,218,61,1066,neu
#bitcoin,tyler,24222556,613880,#Bitcoin all-time-high,2021-04-13T13:03:16.000Z,620,188,6437,neu
#bitcoin,tyler,24222556,614221,"There are over 40,000 publicly-traded companies in the world. Only 32 of them have #bitcoin on their balance sheet. It's still quite early.",2021-04-12T20:21:33.000Z,1693,299,10687,neu
#bitcoin,tyler,24222556,614221,"This is an amazing #Bitcoin resource. A complete list of every public company, private company, government, and fund that holds BTC. https://t.co/g14NlFgN67",2021-04-12T20:00:38.000Z,516,116,2405,neu
#bitcoin,tyler,24222556,614221,#Bitcoin is the ultimate exit strategy,2021-04-11T16:04:18.000Z,452,183,4666,neu
#bitcoin,tyler,24222556,614221,"#Bitcoin is the only commodity in the world with a supply thats is known, fixed, and immune to increases caused by technological breakthroughs.",2021-04-10T22:47:09.000Z,567,289,4138,neu
#bitcoin,tyler,24222556,614221,#Bitcoin News: Kryptoin filed an amended S-1 for the 'Kryptoin Bitcoin ETF Trust' and have named @Gemini as the custodian. Onward!  https://t.co/oX4vKDTtM8,2021-04-10T18:53:27.000Z,145,53,1345,neu
#bitcoin,tyler,24222556,614221,"#Bitcoin back above 60k, welcome to the weekend",2021-04-10T12:14:35.000Z,339,145,5087,neu
#bitcoin,tyler,24222556,614221,"Caruso, one of the largest private real-estate company in the US, now has #bitcoin on its balance sheet. They are also going to accept BTC as payment. 
https://t.co/eSebVNkA2V",2021-04-08T13:38:17.000Z,566,133,2815,neu
#bitcoin,cameron,250980843,442523,#Bitcoin mooning,2021-04-13T15:48:04.000Z,176,99,2483,neu
#bitcoin,cameron,250980843,442523,A #Bitcoin a day keeps the doctor away,2021-04-10T20:15:34.000Z,246,220,3016,neu
#bitcoin,cameron,250980843,442523,...then they fight you. HSBC is not only banning the purchase of #Bitcoin but also new purchases of MicroStrategy $MSTR. https://t.co/Yt6c2xbXad,2021-04-09T14:20:33.000Z,726,713,4553,neu
#bitcoin,Cointelegraph,2207129125,770339,"Crypto mining may bring change to the energy production sector. Mike Colyer, CEO of Foundry Digital believes that as major energy companies see the economic benefits of mining #Bitcoin, it may lead to restructuring towards renewable energy. https://t.co/jGUJCMa7ge",2021-04-14T03:00:34.000Z,18,5,56,neu
#bitcoin,Cointelegraph,2207129125,770682,"Did the Simpsons just predict the bullish future for #BTC?

This wouldnt be the first time the show has predicted the future. https://t.co/qjiXHjINpT",2021-04-13T23:20:00.000Z,26,7,135,neu
#bitcoin,Cointelegraph,2207129125,770682,"TIME Magazine says it's time to get some Bitcoin! 

The popular New-York based magazine is partnering with Grayscale to produce content about the crypto space. The publication has agreed to get paid in #BTC and intends to hold it on their balance sheet. https://t.co/XOtXinqvTS",2021-04-13T20:45:04.000Z,41,3,173,neu
#dogecoin,Cointelegraph,2207129125,770682,$DOGE price rallied to a new all-time high at $0.096 as the #Dogecoinarmy looks to push the popular memecoin above the $0.10 mark. https://t.co/oWL6IVeMfF,2021-04-13T20:33:05.000Z,20,7,95,neu
#bitcoin,Cointelegraph,2207129125,770682,"Did the Simpsons just predict the bullish future for #Bitcoin?

This wouldnt be the first time the show has predicted the future. https://t.co/qjiXHjINpT",2021-04-13T18:00:16.000Z,16,7,79,neu
#bitcoin,Cointelegraph,2207129125,770682,Shares of MicroStrategy surged by as much as 10% as #Bitcoin reached new all-time highs https://t.co/dOXwXCudRp,2021-04-13T17:17:34.000Z,17,6,81,neu
#bitcoin,Cointelegraph,2207129125,770682,"TIME Magazine says it's time to get some #Bitcoin! 

The popular New-York based magazine is partnering with Grayscale to produce content about the crypto space. The publication has agreed to get paid in BTC and intends to hold it on their balance sheet. https://t.co/XOtXinqvTS",2021-04-13T15:45:01.000Z,36,3,102,neu
#bitcoin,Cointelegraph,2207129125,770682,Drinks are on me. Miami becomes more pro-crypto as one of its biggest nightclubs prepares to accept payments in cryptocurrencies like #Bitcoin. https://t.co/uZLS6ZrqCD,2021-04-13T13:28:33.000Z,38,12,202,neu
#bitcoin,Cointelegraph,2207129125,770682,"Is $60,000 the new support zone for Bitcoin? Bulls are paying up to 23% annualized to long #BTC, whereas bears can borrow margin for as low as 1%. Does this ratio scream bullish? https://t.co/FeHKYFyXjt",2021-04-13T13:15:10.000Z,13,4,66,neu
#bitcoin,Cointelegraph,2207129125,770682,"When will #Bitcoin hit $70,000? Analysts believe that a bullish breakout is imminent if bulls manage to sustain the price above $61,825.84. What will be the next price move for BTC? https://t.co/THk0pJyaNI",2021-04-13T13:00:16.000Z,14,12,72,neu
#bitcoin,Cointelegraph,2207129125,770682,"Think #Bitcoin numbers are huge? 

You should see what Cointelegraph Markets Pro investing strategies have historically returned. 

The charts don't lie. Invest like the professionals and sign up today: https://t.co/y9DBlLqtPP https://t.co/I8GdHltHez",2021-04-13T11:29:07.000Z,5,8,38,neu
#bitcoin,Cointelegraph,2207129125,770682,#Bitcoin shattering all-time highs left and right. Where to next? $70K...$100K? https://t.co/s26RBFavF7,2021-04-13T11:09:50.000Z,102,15,427,neu
#bitcoin,Cointelegraph,2207129125,770682,"#Bitcoin reaches a new all-time high above $63,000 as traders discuss what happens next. https://t.co/4rhB6232Yg",2021-04-13T10:35:05.000Z,45,22,227,neu
#bitcoin,Cointelegraph,2207129125,770682,The #Bitcoin bull market has miners making sizeable hardware purchases. https://t.co/Gx4Om82ueq,2021-04-13T08:07:33.000Z,19,6,107,neu
#bitcoin,Cointelegraph,2207129125,770682,"Its green all over crypto land, and its raining gains! This weekend saw the largest weekly close for Bitcoin, with several analysts predicting another breakout attempt soon. What is the next move for #BTC? https://t.co/C0XyBZ5Hx6",2021-04-12T19:45:01.000Z,12,5,38,neu
#bitcoin,Cointelegraph,2207129125,770682,"Is this better than any stimulus check? Members of r/Cryptocurrency revived an interesting part of history from 2010, where software developer Gavin Andresen was on a mission to give away free #Bitcoin. https://t.co/p4q9p9VMhT",2021-04-12T19:15:05.000Z,9,4,48,neu
#bitcoin,Cointelegraph,2207129125,770682,Will you like to pay your fees with #Bitcoin? A public university in the Romanian city of Sibiu in Transylvania has said it will allow students to pay for their admission fees in crypto. https://t.co/TyYoAFfXDC,2021-04-12T19:00:06.000Z,39,14,154,neu
#bitcoin,Cointelegraph,2207129125,770682,"Its green all over crypto land, and its raining gains! This weekend saw the largest weekly close for #Bitcoin, with several analysts predicting another breakout attempt soon. What is the next move for BTC? https://t.co/C0XyBZ5Hx6",2021-04-12T17:00:59.000Z,18,7,42,neu
#bitcoin,Cointelegraph,2207129125,770682,"Imagine a world where 19,700 BTC was shared for free. Members of r/Cryptocurrency revived an interesting part of history from 2010, where software developer Gavin Andresen was on a mission to give away free #Bitcoin. https://t.co/p4q9p9VMhT",2021-04-12T14:15:10.000Z,8,6,40,neu
#bitcoin,Cointelegraph,2207129125,770682,Will you like to pay your school fees with #Bitcoin? A public university in the Romanian city of Sibiu in Transylvania has said it will allow students to pay for their admission fees in crypto. https://t.co/TyYoAFfXDC,2021-04-12T14:00:20.000Z,21,5,79,neu
#binance coin,Cointelegraph,2207129125,770682,Respect the pump! Binance Coin has surged by 900% since the beginning of 2021 as the Binance Smart Chain sees a lot of DeFi related projects. When will #BNB hit $1K? https://t.co/qESg7dBJbx,2021-04-12T13:45:06.000Z,17,24,82,neu
#bitcoin,Cointelegraph,2207129125,770682,"How much will #Bitcoin be worth by December?  Futures contracts expected to expire at the end of the year have reached $73,500. Is 2021, the most bullish of them all? 
https://t.co/V9FGvD6hLh 

(Reporting via @CointelegraphMT)",2021-04-12T13:30:21.000Z,14,13,48,neu
#bitcoin,Cointelegraph,2207129125,770682,"Bitcoin blasts past $60,000! The bulls are wrestling with the bears as the resistance at $57,513 is still in play. Is the next breakout set to take #BTC to a new all-time high? https://t.co/SMyHkC3MU1

(Reporting via @CointelegraphMT)",2021-04-12T13:15:06.000Z,5,10,45,neu
#bitcoin,Cointelegraph,2207129125,770682,#Bitcoin miner manufacturer Canaan has released its 2020 financials with the company recording a $33 million net loss for the year. https://t.co/b7zplGa9SV,2021-04-12T12:56:34.000Z,7,6,24,neu
#solana,Cointelegraph,2207129125,770682,Blockchain projects are launching on #Solana blockchain and their lucrative airdrops correspond with Aprils 55% rally in $SOL price. https://t.co/1WCyfGYw63,2021-04-11T22:09:03.000Z,41,6,128,neu
#bitcoin,Cointelegraph,2207129125,770682,"#Bitcoins consolidation near $60,000 increases the likelihood of a breakout to a new all-time high and such a move could benefit $XLM, $MIOTA, XMR, and XTZ. https://t.co/oec1YX95oO",2021-04-11T19:48:35.000Z,55,25,259,neu
#elrond,Cointelegraph,2207129125,770682,"Market intelligence, intelligently presented.

Nice catch from the VORTECS Score on #Elrond $EGLD too.

https://t.co/AwJqzqnVnt https://t.co/EsET1dNwsf",2021-04-11T15:56:44.000Z,6,2,48,neu
#bitcoin,Cointelegraph,2207129125,770682,"Does gold hold the answer to why #Bitcoin is stuck under $60K?

BTC trading volume and amount held by institutional investors seem to match 10% of Golds numbers. https://t.co/T1sbxEAUoL

(Reporting via @CointelegraphMT)",2021-04-10T11:00:13.000Z,12,21,52,neu
#ethereum,Cointelegraph,2207129125,770682,"The 10-largest Ethereum whales have accumulated roughly $10 billion!

Data indicates that the top 10 #ETH-only whales consistently hold about $5 million. Wow. https://t.co/b2NGtzhwcm",2021-04-10T04:00:08.000Z,20,8,107,neu
#bitcoin,Cointelegraph,2207129125,770682,"Does gold hold the answer to why Bitcoin is stuck under $60K?

#BTC trading volume and the amount held by institutional investors seem to match 10% of Golds numbers. https://t.co/T1sbxEjjxd

(Reporting via @CointelegraphMT)",2021-04-10T02:00:03.000Z,8,6,38,neu
#vechain,Cointelegraph,2207129125,770682,Enterprise-level partnerships and a wide array of real-world use cases back #VeChains 400% rally over the past two months and $VETs breakout to a new all-time high today. https://t.co/ww0TEoc2O0,2021-04-10T00:46:33.000Z,164,7,534,neu
#bitcoin,Cointelegraph,2207129125,770682,"Will any crypto outperform Bitcoin? Real Vision co-founder and CEO Raoul Pal believes that coins with ""network effects"" have a shot at beating #BTC. Pal cited an example that shows that ETH has outperformed BTC by 250%. https://t.co/0GQYVjWd1S",2021-04-09T19:45:00.000Z,15,10,51,neu
#bitcoin,Cointelegraph,2207129125,770682,"Will any crypto outperform #Bitcoin? Real Vision co-founder and CEO Raoul Pal believes that coins with ""network effects"" have a shot at beating BTC. Pal cited an example that shows that ETH has outperformed BTC by 250%. https://t.co/0GQYVjWd1S",2021-04-09T14:44:01.000Z,8,6,42,neu
#bitcoin,Cointelegraph,2207129125,770682,Is Meitu Asias MicroStrategy? The Hong-Kong tech company has taken the total value of its cryptocurrency holdings to approximately $100 million after buying more #Bitcoin on April 8. https://t.co/3XNHRYpyhX,2021-04-09T14:30:25.000Z,28,1,70,neu
#bitcoin,Cointelegraph,2207129125,770682,"No, it's not Bitcoin. @BTGPDigital triggers a run on #BitcoinGold as buyers get their coins mixed up. https://t.co/3CvnPRqH5J",2021-04-09T08:00:03.000Z,4,8,45,neu
#algorand,Cointelegraph,2207129125,770681,Real estate tokenization just got cooler! Vesta's new platform built on the #Algorand blockchain gives homeowners the ability to convert equity into digital assets that can then be sold to accredited investors. https://t.co/6EUUzIMvRb,2021-04-09T05:00:32.000Z,27,10,95,neu
#bitcoin,Cointelegraph,2207129125,770681,"Riot Blockchain wants more #Bitcoin! The miner is continuing its mining expansion efforts by purchasing Whinstone US Inc, a Texas data facility, for $650 million.

Will North American miners much up to their counterparts in China soon? https://t.co/UoPsAZ8BXd",2021-04-09T03:45:01.000Z,26,7,87,neu
#bitcoin,Cointelegraph,2207129125,770681,"Are you excited about Bitcoin at $400K? According to analysts, #BTC is still poised to have a bullish year despite a dip in sentiments after the largest cryptocurrency dipped below $60K. https://t.co/oipeHpCinh",2021-04-09T03:30:00.000Z,19,10,113,neu
#bitcoin,Cointelegraph,2207129125,770681,"The Technoking, @ElonMusk, has accumulated #Bitcoin, but will he spend it?

The real-estate firm that houses the Tesla dealership in Americana is now accepting BTC. Will this change anything for the billionaire? https://t.co/Qs34RnPTIo",2021-04-09T00:00:31.000Z,7,6,70,neu
#bitcoin,Cointelegraph,2207129125,770681,"Are you excited about #Bitcoin at $400K? According to analysts, BTC is still poised to have a bullish year despite a dip in sentiments after the largest cryptocurrency dipped below $60K. https://t.co/oipeHpCinh",2021-04-08T22:40:01.000Z,22,7,96,neu
#bitcoin,Cointelegraph,2207129125,770681,"The Technoking, @ElonMusk, has accumulated Bitcoin, but will he spend it?

The real-estate firm that houses the Tesla dealership in Americana is now accepting #BTC. Will this change anything for the billionaire? https://t.co/Qs34RnPTIo",2021-04-08T17:30:36.000Z,7,4,69,neu
#bitcoin,Cointelegraph,2207129125,770681,"Is the latest dip a convincing bottom? Traders have developed fresh skepticism about the short-term performance of #Bitcoin, with some expecting a drop below $55K. https://t.co/mIDwjcO8K1",2021-04-08T16:45:03.000Z,1,10,32,neu
#bitcoin,Cointelegraph,2207129125,770681,"Miners are hodling on for dear life! 

Miners are back in accumulation mode, with 5,000 #BTC added to Bitcoins unspent supply since the start of February. Is this bullish news for the largest cryptocurrency? https://t.co/slo2KU9rpH",2021-04-08T16:15:03.000Z,19,7,70,neu
#bitcoin,Cointelegraph,2207129125,770681,"Why are analysts betting on a massive #Bitcoin bull run? The whales stopped selling, and long-term hodlers seem to have iron-clad hands. Are you bullish on BTC? https://t.co/GaY4FnggKB",2021-04-08T15:45:01.000Z,17,4,91,neu
#bitcoin,Cointelegraph,2207129125,770681,"Is the #Bitcoin uptrend back? A wave of selling took over after the BTC price dropped to $56,000. Some analysts suggest that this could be the final sweep out of overleveraged long traders before the run to $70,000. https://t.co/bbbgheVNzP",2021-04-08T15:00:28.000Z,12,8,61,neu
#bitcoin,Cointelegraph,2207129125,770681,"After exploring #Bitcoin in multi-asset portfolios over the last nine years, State Street decides to provide its expertise to power a new crypto trading platform. https://t.co/e6yzm3UCZ9",2021-04-08T12:57:33.000Z,10,8,56,neu
#bitcoin,Cointelegraph,2207129125,770681,"How much will Coinbase have if it invested its seed money in #Bitcoin? Data circulating on social media reveals that despite Coinbases $800-million profits in Q1, the company would have made $2 billion by buying BTC instead. https://t.co/ldzRd5Azd4",2021-04-07T20:30:05.000Z,8,7,65,neu
#bitcoin,Cointelegraph,2207129125,770681,"How much will Coinbase have if it invested its seed money in Bitcoin? Data circulating on social media reveals that despite Coinbases $800-million profits in Q1, the company would have made $2 billion by buying #BTC instead. https://t.co/ldzRd5Azd4",2021-04-07T15:30:17.000Z,10,8,75,neu
#bitcoin,Cointelegraph,2207129125,770681,"U.K.-based Argo Blockchain has recorded its highest revenue as the rest of the world tries to catch up with Asian miners. According to a new report, China is responsible for 75% of #Bitcoin mining. https://t.co/eOwMnT8dUf",2021-04-07T15:15:08.000Z,16,13,51,neu
#bitcoin,Cointelegraph,2207129125,770681,"Will governments implement progressive crypto regulations? As Goldman Sachs actively searches for ways to provide #Bitcoin exposure to its clients, its CEO has predicted a ""big evolution"" in the regulatory environment. https://t.co/DPlKthiZSE",2021-04-07T15:00:12.000Z,13,8,58,neu
#polkadot,Cointelegraph,2207129125,770681,"Polkadot has become the third-largest futures market surpassing Litecoin and XRP after its open interest climbed to a new record high of $1 billion. Is this bullish or bearish for #DOT? https://t.co/TDpnP2HGAf 

(Reporting via @CointelegraphMT)",2021-04-07T14:44:01.000Z,26,1,131,neu
#bitcoin,crypto,928759224599040001,338177,"#Bitcoin jumps to a record as the mood in #cryptocurrencies turns bullish before Coinbase goes public https://t.co/B03QcZYTw1 

More on @crypto: https://t.co/0G3L5sE8gq $COIN https://t.co/ZgCKFUv4VP",2021-04-14T05:33:41.000Z,41,9,124,neu
#bitcoin,crypto,928759224599040001,338177,"What's next for #Crypto or #Bitcoin in 2021 and beyond? Tune in LIVE to our Q&amp;A with @sheila_warren and @HenriArslanian.

Have questions for our experts? Reply to this tweet or #BloombergMarkets https://t.co/MVGyAWmYIj",2021-04-14T04:25:06.000Z,2,9,21,neu
#bitcoin,crypto,928759224599040001,338177,"Less than two months after launching, the first North American #Bitcoin ETF already reached $1 billion in assets https://t.co/rSC97uaosp 

More on @crypto: https://t.co/i4vldfxYeh https://t.co/J5lnElbNwp",2021-04-14T02:19:08.000Z,25,6,85,neu
#bitcoin,crypto,928759224599040001,338177,"#Bitcoin mining is consuming 66 times more electricity than it did back in late 2015, according to a Citigroup report https://t.co/lpbL7vERbk 

More on @crypto: https://t.co/nIm1zjIbh1 https://t.co/4ne3ySWcnt",2021-04-14T01:30:43.000Z,90,46,206,neu
#bitcoin,crypto,928759224599040001,338177,"WATCH: #Bitcoin jumps to an all-time high as the mood in #cryptocurrencies turns bullish ahead of Coinbases listing this week. How much higher can it go? Bloomberg's @mikemcglone11 and @kgreifeld discuss on @Quicktake 

More on @crypto: https://t.co/LCYsegLOua $COIN https://t.co/Ux8cQhAKCM",2021-04-14T01:27:40.000Z,55,10,81,neu
#bitcoin,crypto,928759224599040001,338177,"MicroStrategy, which has made investing in #Bitcoin a key component of its business, will start paying its board of directors with the #cryptocurrency https://t.co/EeYoN0mcd6

More on @crypto: https://t.co/5r3qaXJKfj https://t.co/3k025rVzGz",2021-04-13T00:00:07.000Z,44,7,120,neu
#bitcoin,crypto,928759224599040001,338177,"For many #Bitcoin investors, Coinbases trading debut will be seen as a more steady way to bet on the #cryptocurrency market https://t.co/oQUQGlRIM6 $COIN

More on @crypto: https://t.co/UZP6IUerfX https://t.co/MmuzVpGxU0",2021-04-12T02:40:11.000Z,78,31,257,neu
#bitcoin,crypto,928759224599040001,338177,"Cryptocurrency-mining company Riot Blockchain says it will buy North Americas largest #Bitcoin hosting facility, Whinstone, for about $651 million https://t.co/66k3fuyu9F 

More on @crypto: https://t.co/QdQTMzjZiO https://t.co/lkliCzCpcD",2021-04-09T02:00:07.000Z,108,34,280,neu
#bitcoin,Excellion,14654494,127117,Buying Coinbase stock is like buying a basket of shitcoins. Its better to buy #Bitcoin.,2021-04-14T00:39:51.000Z,129,7,1198,neu
#bitcoin,Excellion,14654494,127117,Someday in the future sats may be too big and well need to subdivide them into millionths to make #Bitcoin more useable.,2021-04-11T00:50:52.000Z,44,15,606,neu
#bitcoin,iamjosephyoung,2272640503,135026,"Another day, another casual V-shape recovery day.

#Bitcoin #Ethereum",2021-04-08T16:28:42.000Z,10,6,203,neu
#ethereum,iamjosephyoung,2272640503,135026,"Another day, another casual V-shape recovery day.

#Bitcoin #Ethereum",2021-04-08T16:28:42.000Z,10,6,203,neu
#ethereum,mdudas,7184612,52844,welcome to the brave new world of #etherium https://t.co/gnotoURGmv,2021-04-11T22:14:06.000Z,1,3,58,neu
#bitcoin,cz_binance,902926941413453824,1467265,The difference between me shilling #bitcoin in 2014 and 2021 is the way people look back at me.  https://t.co/3iYngETeyD,2021-04-13T17:55:29.000Z,418,23,4243,neu
#bitcoin,cz_binance,902926941413453824,1467265,#BTC not in a dip. https://t.co/xtf9cn7lgN,2021-04-13T08:17:37.000Z,563,14,4739,neu
#bitcoin,cz_binance,902926941413453824,1467265,"Just seen another ATH in traffic volume. Systems holding up so far. Monitoring. Will see if #bitcoin does it too.

Not financial advice.",2021-04-13T06:30:46.000Z,502,18,4925,neu
#binance coin,cz_binance,902926941413453824,1467265,"Many asked me: is @binance scared of DeFi? they will cannibalize CEX, etc? I told them not to worry. Binance CEX supports DeFi/DEX.

Today, @binance (CEX) benefits from #BSC &amp; #BNB much more than the other way around.

#BNB and #BSC have grown. ",2021-04-12T08:57:05.000Z,546,21,3876,neu
#binance coin,cz_binance,902926941413453824,1467265,"When you burn coins, they are taken out of circulation forever. It increases the value of the remaining coins.

#BNB  in a few days!

Not financial advice!",2021-04-11T16:07:19.000Z,3243,48,14426,neu
#binance coin,cz_binance,902926941413453824,1467265,"People ask me, and I really don't know why.

What I do know is #BSC carried 5M transactions yesterday.

Correlation does not prove causation. So I still don't know why, and not financial advice.

#BSC #BNB https://t.co/xDwrQZaha1",2021-04-11T13:45:28.000Z,329,389,2244,neu
#bitcoin,cz_binance,902926941413453824,1467266,"#bitcoin is $60k and just starting.

Not financial advice.",2021-04-11T02:16:53.000Z,1553,935,12134,neu
#binance coin,cz_binance,902926941413453824,1467266,Beauty and the Beast = #BnB https://t.co/tmapOCIjxl,2021-04-10T04:31:07.000Z,1504,1056,10477,neu
#binance coin,cz_binance,902926941413453824,1467266,"Keep #buidling. 
Today is a good day. 
There will be many tough/""dippy"" days.
Remember days like today.
Keep #buidling.

#BNB = #buidl'n #buidl",2021-04-08T15:59:04.000Z,767,618,5137,neu
#bitcoin,cz_binance,902926941413453824,1467266,#BNB is at ATH even against #BTC! That is something.  https://t.co/QpBnMnLjSy,2021-04-08T14:10:08.000Z,873,39,6086,neu
#binance coin,cz_binance,902926941413453824,1467266,#BNB is at ATH even against #BTC! That is something.  https://t.co/QpBnMnLjSy,2021-04-08T14:10:08.000Z,873,39,6086,neu
#binance coin,cz_binance,902926941413453824,1467266,Your fee is our opportunity. #BSC #BNB #BINANCE,2021-04-07T16:26:40.000Z,677,635,5802,neu
#bitcoin,woonomic,13418472,391252,"I'm putting us here in the bull run compared to past cycles (on-chain data supports this).

Double top theory: IMO #Bitcoin is completing the first of the ""double tops"", and turns out an ascending triangle going sideways is all we get.

Volatility is visibly lower this cycle. https://t.co/7m4n6eF50T",2021-04-09T15:43:14.000Z,824,203,4116,neu
