cryptocurrency,username,user_id,followers_count,tweet_without_stopwords,created_date,retweet_count,reply_count,like_count,sentiment
#bitcoin,Cointelegraph,2207129125,770682,imagine 19700 btc shared free members rcryptocurrency revived interesting history 2010 software developer gavin andresen mission free bitcoin,2021-04-12T14:15:10.000Z,8,6,40,neu
#bitcoin,Cointelegraph,2207129125,770682,pay school fees bitcoin public university romanian city sibiu transylvania students pay admission fees crypto,2021-04-12T14:00:20.000Z,21,5,79,neu
#binance coin,Cointelegraph,2207129125,770682,respect pump binance coin surged 900 2021 binance smart chain sees lot defi projects bnb hit 1k,2021-04-12T13:45:06.000Z,17,24,82,neu
#bitcoin,Cointelegraph,2207129125,770682,bitcoin worth december futures contracts expected expire year reached 73500 2021 bullish reporting cointelegraphmt,2021-04-12T13:30:21.000Z,14,13,48,neu
#bitcoin,Cointelegraph,2207129125,770682,bitcoin blasts 60000 bulls wrestling bears resistance 57513 play breakout set btc alltime high reporting cointelegraphmt,2021-04-12T13:15:06.000Z,5,10,45,neu
#bitcoin,Cointelegraph,2207129125,770682,bitcoin miner manufacturer canaan released 2020 financials company recording 33 net loss year,2021-04-12T12:56:34.000Z,7,6,24,neu
#solana,Cointelegraph,2207129125,770682,blockchain projects launching solana blockchain lucrative airdrops correspond aprils 55 rally sol price,2021-04-11T22:09:03.000Z,41,6,128,neu
#bitcoin,Cointelegraph,2207129125,770682,bitcoins consolidation 60000 increases likelihood breakout alltime high move benefit xlm miota xmr xtz,2021-04-11T19:48:35.000Z,55,25,259,neu
#elrond,Cointelegraph,2207129125,770682,market intelligence intelligently presented nice catch vortecs score elrond egld,2021-04-11T15:56:44.000Z,6,2,48,neu
#bitcoin,Cointelegraph,2207129125,770682,gold hold answer bitcoin stuck 60k btc trading volume amount held institutional investors match 10 golds numbers reporting cointelegraphmt,2021-04-10T11:00:13.000Z,12,21,52,neu
#ethereum,Cointelegraph,2207129125,770682,10largest ethereum whales accumulated roughly 10 billion data top 10 ethonly whales consistently hold 5 wow,2021-04-10T04:00:08.000Z,20,8,107,neu
#bitcoin,Cointelegraph,2207129125,770682,gold hold answer bitcoin stuck 60k btc trading volume amount held institutional investors match 10 golds numbers reporting cointelegraphmt,2021-04-10T02:00:03.000Z,8,6,38,neu
#vechain,Cointelegraph,2207129125,770682,enterpriselevel partnerships wide array realworld cases vechains 400 rally months vets breakout alltime high today,2021-04-10T00:46:33.000Z,164,7,534,neu
#bitcoin,Cointelegraph,2207129125,770682,crypto outperform bitcoin real vision cofounder ceo raoul pal believes coins network effects shot beating btc pal cited eth outperformed btc 250,2021-04-09T19:45:00.000Z,15,10,51,neu
#bitcoin,Cointelegraph,2207129125,770682,crypto outperform bitcoin real vision cofounder ceo raoul pal believes coins network effects shot beating btc pal cited eth outperformed btc 250,2021-04-09T14:44:01.000Z,8,6,42,neu
#bitcoin,Cointelegraph,2207129125,770682,meitu asias microstrategy hongkong tech company total cryptocurrency holdings 100 buying bitcoin april 8,2021-04-09T14:30:25.000Z,28,1,70,neu
#bitcoin,Cointelegraph,2207129125,770682,bitcoin btgpdigital triggers bitcoingold buyers coins mixed,2021-04-09T08:00:03.000Z,4,8,45,neu
#algorand,Cointelegraph,2207129125,770681,real estate tokenization cooler vestas platform built algorand blockchain homeowners ability convert equity digital assets sold accredited investors,2021-04-09T05:00:32.000Z,27,10,95,neu
#bitcoin,Cointelegraph,2207129125,770681,riot blockchain bitcoin miner continuing mining expansion efforts purchasing whinstone texas data facility 650 north american miners counterparts china,2021-04-09T03:45:01.000Z,26,7,87,neu
#bitcoin,Cointelegraph,2207129125,770681,excited bitcoin 400k analysts btc poised bullish year dip sentiments largest cryptocurrency dipped 60k,2021-04-09T03:30:00.000Z,19,10,113,neu
#bitcoin,Cointelegraph,2207129125,770681,technoking elonmusk accumulated bitcoin spend realestate firm houses tesla dealership americana accepting btc change billionaire,2021-04-09T00:00:31.000Z,7,6,70,neu
#bitcoin,Cointelegraph,2207129125,770681,excited bitcoin 400k analysts btc poised bullish year dip sentiments largest cryptocurrency dipped 60k,2021-04-08T22:40:01.000Z,22,7,96,neu
#bitcoin,Cointelegraph,2207129125,770681,technoking elonmusk accumulated bitcoin spend realestate firm houses tesla dealership americana accepting btc change billionaire,2021-04-08T17:30:36.000Z,7,4,69,neu
#bitcoin,Cointelegraph,2207129125,770681,latest dip convincing bottom traders developed fresh skepticism shortterm performance bitcoin expecting drop 55k,2021-04-08T16:45:03.000Z,1,10,32,neu
#bitcoin,Cointelegraph,2207129125,770681,miners hodling dear life miners accumulation mode 5000 btc bitcoins unspent supply start february bullish news largest cryptocurrency,2021-04-08T16:15:03.000Z,19,7,70,neu
#bitcoin,Cointelegraph,2207129125,770681,analysts betting massive bitcoin bull whales stopped selling longterm hodlers ironclad hands bullish btc,2021-04-08T15:45:01.000Z,17,4,91,neu
#bitcoin,Cointelegraph,2207129125,770681,bitcoin uptrend wave selling btc price dropped 56000 analysts final sweep overleveraged long traders 70000,2021-04-08T15:00:28.000Z,12,8,61,neu
#bitcoin,Cointelegraph,2207129125,770681,exploring bitcoin multiasset portfolios years state street decides provide expertise power crypto trading platform,2021-04-08T12:57:33.000Z,10,8,56,neu
#bitcoin,Cointelegraph,2207129125,770681,coinbase invested seed money bitcoin data circulating social media reveals coinbases 800million profits q1 company 2 billion buying btc,2021-04-07T20:30:05.000Z,8,7,65,neu
#bitcoin,Cointelegraph,2207129125,770681,coinbase invested seed money bitcoin data circulating social media reveals coinbases 800million profits q1 company 2 billion buying btc,2021-04-07T15:30:17.000Z,10,8,75,neu
#bitcoin,Cointelegraph,2207129125,770681,ukbased argo blockchain recorded highest revenue rest catch asian miners report china responsible 75 bitcoin mining,2021-04-07T15:15:08.000Z,16,13,51,neu
#bitcoin,Cointelegraph,2207129125,770681,governments implement progressive crypto regulations goldman sachs actively searches ways provide bitcoin exposure clients ceo predicted big evolution regulatory environment,2021-04-07T15:00:12.000Z,13,8,58,neu
#polkadot,Cointelegraph,2207129125,770681,polkadot thirdlargest futures market surpassing litecoin xrp open interest climbed record high 1 billion bullish bearish dot reporting cointelegraphmt,2021-04-07T14:44:01.000Z,26,1,131,neu
#bitcoin,crypto,928759224599040001,338177,bitcoin jumps record mood cryptocurrencies turns bullish coinbase public crypto coin,2021-04-14T05:33:41.000Z,41,9,124,neu
#bitcoin,crypto,928759224599040001,338177,crypto bitcoin 2021 tune live qampa sheilawarren henriarslanian questions experts reply tweet bloombergmarkets,2021-04-14T04:25:06.000Z,2,9,21,neu
#bitcoin,crypto,928759224599040001,338177,months launching north american bitcoin etf reached 1 billion assets crypto,2021-04-14T02:19:08.000Z,25,6,85,neu
#bitcoin,crypto,928759224599040001,338177,bitcoin mining consuming 66 times electricity late 2015 citigroup report crypto,2021-04-14T01:30:43.000Z,90,46,206,neu
#bitcoin,crypto,928759224599040001,338177,watch bitcoin jumps alltime high mood cryptocurrencies turns bullish ahead coinbases listing week higher bloombergs mikemcglone11 kgreifeld discuss quicktake crypto coin,2021-04-14T01:27:40.000Z,55,10,81,neu
#bitcoin,crypto,928759224599040001,338177,microstrategy investing bitcoin key component business start paying board directors cryptocurrency crypto,2021-04-13T00:00:07.000Z,44,7,120,neu
#bitcoin,crypto,928759224599040001,338177,bitcoin investors coinbases trading debut steady bet cryptocurrency market coin crypto,2021-04-12T02:40:11.000Z,78,31,257,neu
#bitcoin,crypto,928759224599040001,338177,cryptocurrencymining company riot blockchain buy north americas largest bitcoin hosting facility whinstone 651 crypto,2021-04-09T02:00:07.000Z,108,34,280,neu
#bitcoin,Excellion,14654494,127117,buying coinbase stock buying basket shitcoins buy bitcoin,2021-04-14T00:39:51.000Z,129,7,1198,neu
#bitcoin,Excellion,14654494,127117,someday future sats big subdivide millionths bitcoin useable,2021-04-11T00:50:52.000Z,44,15,606,neu
#bitcoin,iamjosephyoung,2272640503,135026,day casual vshape recovery day bitcoin ethereum,2021-04-08T16:28:42.000Z,10,6,203,neu
#ethereum,iamjosephyoung,2272640503,135026,day casual vshape recovery day bitcoin ethereum,2021-04-08T16:28:42.000Z,10,6,203,neu
#ethereum,mdudas,7184612,52844,brave etherium,2021-04-11T22:14:06.000Z,1,3,58,neu
#bitcoin,cz_binance,902926941413453824,1467265,difference shilling bitcoin 2014 2021 people,2021-04-13T17:55:29.000Z,418,23,4243,neu
#bitcoin,cz_binance,902926941413453824,1467265,btc dip,2021-04-13T08:17:37.000Z,563,14,4739,neu
#bitcoin,cz_binance,902926941413453824,1467265,ath traffic volume systems holding monitoring bitcoin financial advice,2021-04-13T06:30:46.000Z,502,18,4925,neu
#binance coin,cz_binance,902926941413453824,1467265,asked binance scared defi cannibalize cex told worry binance cex supports defidex today binance cex benefits bsc bnb bnb bsc grown,2021-04-12T08:57:05.000Z,546,21,3876,neu
#binance coin,cz_binance,902926941413453824,1467265,burn coins circulation forever increases remaining coins bnb days financial advice,2021-04-11T16:07:19.000Z,3243,48,14426,neu
#binance coin,cz_binance,902926941413453824,1467265,people bsc carried 5m transactions yesterday correlation prove causation financial advice bsc bnb,2021-04-11T13:45:28.000Z,329,389,2244,neu
#bitcoin,cz_binance,902926941413453824,1467266,bitcoin 60k starting financial advice,2021-04-11T02:16:53.000Z,1553,935,12134,neu
#binance coin,cz_binance,902926941413453824,1467266,beauty beast bnb,2021-04-10T04:31:07.000Z,1504,1056,10477,neu
#binance coin,cz_binance,902926941413453824,1467266,buidling today good day toughdippy days remember days today buidling bnb buidln buidl,2021-04-08T15:59:04.000Z,767,618,5137,neu
#bitcoin,cz_binance,902926941413453824,1467266,bnb ath btc,2021-04-08T14:10:08.000Z,873,39,6086,neu
#binance coin,cz_binance,902926941413453824,1467266,bnb ath btc,2021-04-08T14:10:08.000Z,873,39,6086,neu
#binance coin,cz_binance,902926941413453824,1467266,fee opportunity bsc bnb binance,2021-04-07T16:26:40.000Z,677,635,5802,neu
#bitcoin,woonomic,13418472,391252,putting bull compared cycles onchain data supports double top theory imo bitcoin completing double tops turns ascending triangle sideways volatility visibly lower cycle,2021-04-09T15:43:14.000Z,824,203,4116,neu
