cryptocurrency,username,user_id,followers_count,tweet_without_stopwords,created_date,retweet_count,reply_count,like_count,sentiment
#bitcoin,cameron,250980843,427763,talk raydalio bitcoin properties gold outlawing decentralized software problem requires essentially outlaw internet,2021-03-27T17:13:06.000Z,180,250,1387,neu
#bitcoin,cameron,250980843,427763,tesla plans hodl bitcoinpaid cars,2021-03-24T13:09:52.000Z,232,112,2772,neu
#bitcoin,Cointelegraph,2207129125,734737,70k bitcoin paypals longawaited cryptocurrency payment feature customers propelled btc price 59000 start leg,2021-03-31T00:40:01.000Z,46,11,184,neu
#bitcoin,Cointelegraph,2207129125,734737,oneinfour circulating bitcoin changed hands q2 2020 q1 2021 glassnodes report number longterm btc holders continues increase,2021-03-31T00:20:01.000Z,6,1,41,neu
#bitcoin,Cointelegraph,2207129125,734737,aboard gains train bitcoins market capitalization surpassed 11 trillion mark reach 2 trillion reporting osatonomayo,2021-03-30T23:00:09.000Z,12,6,83,neu
#xrp,Cointelegraph,2207129125,734737,ripple agreed acquire 40 stake crossborder payments firm tranglo expand ondemand liquidity service southeast asia good news xrp holders,2021-03-30T20:15:04.000Z,24,11,85,neu
#bitcoin,Cointelegraph,2207129125,734737,70k bitcoin paypals longawaited cryptocurrency payment feature customers propelled btc price 59000 start leg,2021-03-30T19:50:01.000Z,39,7,173,neu
#ethereum,Cointelegraph,2207129125,734737,trading leveraged ethereum contracts yield positive noshitcoins explains pro traders iron condor options strategy profit downside risk,2021-03-30T18:32:04.000Z,8,5,34,neu
#bitcoin,Cointelegraph,2207129125,734737,oneinfour circulating bitcoin changed hands q2 2020 q1 2021 glassnodes report number longterm btc holders continues increase,2021-03-30T18:30:11.000Z,9,0,41,neu
#bitcoin,Cointelegraph,2207129125,734737,bitcoin inching closer alltime highs dollar gold,2021-03-30T16:38:33.000Z,62,12,258,neu
#bitcoin,Cointelegraph,2207129125,734737,sports team bitcoin hodler major league baseballs oakland athletics intends btc fans pay luxury seats ballpark teams imitate formula,2021-03-30T16:00:24.000Z,7,3,67,neu
#ethereum,Cointelegraph,2207129125,734737,yield farming blockchains ethereum flamingo defi platform built neo steady growth launch zerofee transaction feature attracted users tired high gas fees,2021-03-30T15:00:58.000Z,9,1,26,neu
#bitcoin,Cointelegraph,2207129125,734737,digital ruble minimal risk compared cryptocurrencies bitcoin russian state dumas anatoly aksakov,2021-03-30T10:03:33.000Z,4,15,25,neu
#bitcoin,Cointelegraph,2207129125,734738,stablecoin holdings global crypto exchanges soared ath inflows sign bullish action btc,2021-03-29T23:00:16.000Z,6,7,62,neu
#ethereum,Cointelegraph,2207129125,734738,big news visa piloting program partners ethereum blockchain settle transactions fiat arrived future,2021-03-29T21:40:01.000Z,98,21,438,neu
#bitcoin,Cointelegraph,2207129125,734738,printer brrr bitcoin stimulus checks arrive analysts choose invest assets btc propel bull april reporting cointelegraphmt,2021-03-29T20:45:03.000Z,29,3,98,neu
#ethereum,Cointelegraph,2207129125,734738,pancakeswap flip uniswap binance smart chainbased dex overthrow current leaders space users escape high fees ethereum bullish cake reporting cointelegraphmt,2021-03-29T20:30:19.000Z,25,22,127,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin hodlers ironclad hands onchain data suggests traders bought btc previous bull cycle sell bags bullish market enters april reporting cointelegraphmt,2021-03-29T20:15:00.000Z,16,10,63,neu
#bitcoin,Cointelegraph,2207129125,734738,stablecoin holdings global crypto exchanges soared ath inflows sign bullish action bitcoin,2021-03-29T18:30:18.000Z,8,5,56,neu
#ethereum,Cointelegraph,2207129125,734738,uniswaps massive daily fee generation appears ethereums exorbitant gas prices equation,2021-03-29T16:15:07.000Z,15,4,56,neu
#bitcoin,Cointelegraph,2207129125,734738,game boy stack sats security researcher adapt nintendo console released 1989 mine bitcoin play games mine btc reporting onceatraveler,2021-03-29T15:45:01.000Z,17,10,54,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin hodlers ironclad hands onchain data suggests traders bought btc previous bull cycle sell bags bullish market enters april reporting cointelegraphmt,2021-03-29T15:00:40.000Z,8,4,46,neu
#bitcoin,Cointelegraph,2207129125,734738,growing stablecoin holdings dropping exchange stablecoin ratio point upward move bitcoin,2021-03-29T12:26:03.000Z,15,11,72,neu
#bitcoin,Cointelegraph,2207129125,734738,airline accept bitcoin payment tickets 2014 ether dogecoin supported cryptocurrencies,2021-03-29T12:13:32.000Z,89,19,316,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin 400000 mikemcglone11 senior commodity strategist bloomberg intelligence believes btc exponential price growth 2021 equally bullish,2021-03-29T10:00:12.000Z,43,23,179,neu
#bitcoin,Cointelegraph,2207129125,734738,nonsense currency fomo billionaire investor ystein stray spetalen bitcoin,2021-03-29T09:23:32.000Z,22,9,103,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin mined clean energy argoblockchain intends launch ecofriendly mining pool partnership dmg blockchain reporting gregthomson88,2021-03-29T02:00:32.000Z,22,13,60,neu
#bitcoin,Cointelegraph,2207129125,734738,cybersecurity chief calls stringent oversight cryptocurrencies bitcoin order cut ransomware attacks blockanalia reports,2021-03-27T18:21:03.000Z,17,12,65,neu
#bitcoin,Cointelegraph,2207129125,734738,pension funds zealand wealth funds management invested 5 350 retirement plan bitcoin firm believes invest gold btc,2021-03-27T15:00:30.000Z,89,9,315,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin 400000 bloombergs mikemcglone11 senior commodity strategist bloomberg intelligence believes btc exponential price growth 2021,2021-03-27T06:30:06.000Z,91,18,299,neu
#bitcoin,Cointelegraph,2207129125,734738,google searches bitcoin emanating turkey exploded 24 hours turkish lira dropped 14 firing central bank governor,2021-03-27T05:30:05.000Z,70,23,381,neu
#ethereum,Cointelegraph,2207129125,734738,wow 9998 drop ethereum energy consumption eth1 eth2 developers actively working merge promising news making reality,2021-03-27T00:20:01.000Z,86,14,351,neu
#bitcoin,Cointelegraph,2207129125,734738,zealand wealth funds management invested 5 350 retirement plan bitcoin firm believes invest gold btc pension funds,2021-03-26T21:20:01.000Z,70,14,312,neu
#ethereum,Cointelegraph,2207129125,734738,wow 9998 drop ethereum energy consumption eth1 eth2 developers actively working merge promising news making reality,2021-03-26T18:45:03.000Z,88,26,356,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin mined clean energy argoblockchain intends launch ecofriendly mining pool partnership dmgblockchain reporting gregthomson88,2021-03-26T17:30:23.000Z,11,6,60,neu
#bitcoin,Cointelegraph,2207129125,734738,zealand wealth funds management invested 5 350 retirement plan bitcoin firm believes invest gold btc pension funds,2021-03-26T16:15:07.000Z,62,8,226,neu
#bitcoin,Cointelegraph,2207129125,734738,hodl btc wife man deeply invested bitcoin abandoned partner failing sell 60k buying dip reporting gregthomson88,2021-03-26T08:40:01.000Z,38,59,259,neu
#solana,Cointelegraph,2207129125,734738,solana foundation raised 40 okex mxc launch strategic investment funds designed fuel ecosystems expansion lead development solana blockchain,2021-03-26T03:45:00.000Z,8,2,38,neu
#bitcoin,Cointelegraph,2207129125,734738,hodl btc wife man deeply invested bitcoin abandoned partner failing sell 60k buying dip reporting gregthomson88,2021-03-26T03:00:01.000Z,14,32,94,neu
#bitcoin,Cointelegraph,2207129125,734738,crypto mining companies hit fall bitcoins price shares riot blockchain popular btc mining firm 144 thursday,2021-03-26T02:15:01.000Z,8,5,37,neu
#bitcoin,Cointelegraph,2207129125,734738,kiwisaver growth strategy bought bitcoin 10000 october investments fivefold,2021-03-25T21:58:33.000Z,34,1,131,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin etf fidelity latest company file tides changing states,2021-03-25T21:20:01.000Z,18,4,111,neu
#ethereum,Cointelegraph,2207129125,734738,high ethereum gas fees shutting emerging markets developed economies dominate traffic rankings top defi protocols tvl compared 10 engagement developing countries reporting samuelhaig,2021-03-25T18:00:00.000Z,4,8,39,neu
#bitcoin,Cointelegraph,2207129125,734738,rejecting bitcoin abandoning dollar hashcash ceo raj chowdry believes india currency country bans crypto reporting gregthomson88,2021-03-25T17:15:09.000Z,14,4,42,neu
#bitcoin,Cointelegraph,2207129125,734738,bitcoin cash worth btc terms tesla warns customers send,2021-03-25T09:41:03.000Z,25,9,117,neu
#bitcoin cash,Cointelegraph,2207129125,734738,bitcoin cash worth btc terms tesla warns customers send,2021-03-25T09:41:03.000Z,25,9,117,neu
#bitcoin,Cointelegraph,2207129125,734738,stack sats cashback platforms trylolli popular bitcoin rewards app raised 5 investors including serena williams reddit cofounder alexis ohanian,2021-03-25T05:00:10.000Z,5,2,30,neu
#bitcoin,Cointelegraph,2207129125,734738,stack sats cashback platforms trylolli popular bitcoin rewards app raised 5 investors including serenawilliams reddit cofounder alexis ohanian,2021-03-25T02:45:01.000Z,5,3,36,neu
#ethereum,Cointelegraph,2207129125,734738,ethereum gas fees lower muchawaited eip1559 update reduce fees report coin metrics increase eth price continuous uptrend transaction cost,2021-03-24T22:00:25.000Z,12,6,58,neu
#ethereum,Cointelegraph,2207129125,734738,ethereum gas fees lower muchawaited eip1559 update reduce fees report coin metrics increase eth price continuous uptrend transaction cost,2021-03-24T20:30:24.000Z,33,35,116,neu
#bitcoin,Cointelegraph,2207129125,734738,sign crypto officially arrived mainstream tesla accepting bitcoin customers,2021-03-24T16:30:31.000Z,64,6,234,neu
#harmony,Cointelegraph,2207129125,734738,90 vortecs scores high confidence strong historical similarities current market conditions positive correlation subsequent price action great harmony thread,2021-03-24T15:13:55.000Z,14,6,66,neu
#bitcoin,crypto,928759224599040001,315519,bitcoin babe ruth major sports memorabilia auction house accepts cryptocurrency crypto nft,2021-03-31T03:30:09.000Z,10,2,37,neu
#bitcoin,crypto,928759224599040001,315519,danschulman ceo paypal payment giants checkout crypto service buy boots pypl crypto bitcoin,2021-03-31T02:58:00.000Z,38,6,108,neu
#bitcoin,crypto,928759224599040001,315519,lambo year jespow ceo founder cryptocurrency exchange kraken speaks emilychangtv sonalibasak high thinks bitcoin crypto,2021-03-31T00:22:59.000Z,63,29,155,neu
#bitcoin,crypto,928759224599040001,315519,congrats bitcoin profits handle taxman bopinion crypto,2021-03-29T03:06:17.000Z,53,26,163,neu
#bitcoin,crypto,928759224599040001,315519,dawn fitzpatrick head legendary asset management shop sees inflection point bitcoin cryptocurrencies soros fund management cio mysterious response asked owns bitcoin crypto,2021-03-26T03:30:00.000Z,76,28,211,neu
#filecoin,PhilakoneCrypto,715133222976270336,108869,work today intense 5 hours hunting top trades extremely patience executing precision nailed chr fil fuck yeah baby whales,2021-03-26T23:43:23.000Z,0,8,58,neu
#filecoin,PhilakoneCrypto,715133222976270336,108869,2 minute trade filusdt 280 usd earlier trade chr 400 usd time record 850 cad,2021-03-26T23:29:25.000Z,0,2,13,neu
#bitcoin,Excellion,14654494,126226,pension funds provide pensioners buy bitcoin,2021-03-28T22:35:05.000Z,94,6,819,neu
#bitcoin,Excellion,14654494,126226,bitcoin,2021-03-26T08:00:47.000Z,18,1,136,neu
#bitcoin,Excellion,14654494,126226,buy infinitefleet ships bitcoin,2021-03-25T06:13:23.000Z,17,3,139,neu
#bitcoin,iamjosephyoung,2272640503,131563,differences 2017 bitcoin rally 2020 tether fud exchanges regulated india fud longer effective china fud longer effective regulation asia conviction longtime hodlers alltime low btc exchange reserves explosive institutional demand,2021-03-31T00:40:56.000Z,182,40,1121,neu
#bitcoin,iamjosephyoung,2272640503,131563,october 2020 paypal rally march 2021 visa rally major financial institutions havent onboarded cryptocurrencies bitcoin,2021-03-29T12:33:18.000Z,45,16,321,neu
#bitcoin,iamjosephyoung,2272640503,131563,started gt bitcoin,2021-03-29T09:02:18.000Z,222,28,1063,neu
#bitcoin,iamjosephyoung,2272640503,131563,supply crisis continuum bitcoin,2021-03-24T17:34:24.000Z,94,15,514,neu
#bitcoin,cz_binance,902926941413453824,1283907,number 300xx opened homepage 29961 dip bnb btc financial advice,2021-03-30T17:46:50.000Z,441,27,2931,neu
#binance coin,cz_binance,902926941413453824,1283907,number 300xx opened homepage 29961 dip bnb btc financial advice,2021-03-30T17:46:50.000Z,441,27,2931,neu
#bitcoin,cz_binance,902926941413453824,1283907,dip financial advice btc bnb,2021-03-29T15:08:33.000Z,891,839,6191,neu
#binance coin,cz_binance,902926941413453824,1283907,dip financial advice btc bnb,2021-03-29T15:08:33.000Z,891,839,6191,neu
#bitcoin,cz_binance,902926941413453824,1283907,time worried bitcoin 8 years ago read white paper attending bitcoin conference quit job sold house dove looked financial advice,2021-03-28T06:57:02.000Z,1494,704,10177,neu
#bitcoin,cz_binance,902926941413453824,1283907,bitcoin closer 0 1000000 interpret ways mine early financial advice,2021-03-27T04:39:01.000Z,863,606,6201,neu
#bitcoin,cz_binance,902926941413453824,1283907,bitcoin trillion feels wrong financial advice,2021-03-25T15:59:43.000Z,680,741,6920,neu
#binance coin,cz_binance,902926941413453824,1283907,people bnb price move big positive news people bnb price apparent reason,2021-03-25T14:58:00.000Z,158,22,1553,neu
#binance coin,cz_binance,902926941413453824,1283907,tesla bnb,2021-03-24T09:59:30.000Z,824,1135,8387,neu
#bitcoin,woonomic,13418472,366933,nz kiwisaver pension fund growth strategy green boner yeah bought small allocation bitcoin q4 2020,2021-03-26T10:36:49.000Z,318,70,2201,neu
